czas;code;val_num;val_str;val_combined
2026-08-24 07:53:41;valve;;False;"0;0"
2026-08-24 07:53:58;amb_temp;"18;1";;"18;1"
2026-08-24 07:54:46;tidr;"23;3";;"23;3"
2026-08-24 07:55:06;disc_temp;"17;8";;"17;8"
2026-08-24 07:56:05;back_temp;"18;6";;"18;6"
2026-08-24 07:56:05;comp_freq;"0;0";;"0;0"
2026-08-24 07:56:05;ac_curr;"0;0";;"0;0"
2026-08-24 07:56:16;in_water_temp;"16;1";;"16;1"
2026-08-24 07:57:33;fault_flag;;False;"0;0"
2026-08-24 07:57:33;protect_flag;;False;"0;0"
2026-08-24 07:57:33;m_eev;"480;0";;"480;0"
2026-08-24 07:57:33;ac_fan;;close;
2026-08-24 07:57:33;freeze;;False;"0;0"
2026-08-24 07:57:33;dc_fan1;"0;0";;"0;0"
2026-08-24 07:57:33;defrost;;False;"0;0"
2026-08-24 07:57:33;dc_fan2;"0;0";;"0;0"
2026-08-24 07:57:34;a_eev;"10;0";;"10;0"
2026-08-24 07:57:34;tank_temp;"39;5";;"39;5"
2026-08-24 07:58:04;out_water_temp;"16;6";;"16;6"
2026-08-24 07:58:41;pump_sta;;False;"0;0"
2026-08-24 07:58:41;flow_rate;"0;0";;"0;0"
2026-08-24 07:58:41;valve;;False;"0;0"
2026-08-24 07:59:01;amb_temp;"18;3";;"18;3"
2026-08-24 07:59:09;tidr;"23;4";;"23;4"
2026-08-24 08:00:08;disc_temp;"17;8";;"17;8"
2026-08-24 08:01:07;back_temp;"18;6";;"18;6"
2026-08-24 08:01:07;comp_freq;"0;0";;"0;0"
2026-08-24 08:01:07;ac_curr;"0;0";;"0;0"
2026-08-24 08:01:19;in_water_temp;"16;2";;"16;2"
2026-08-24 08:02:34;fault_flag;;False;"0;0"
2026-08-24 08:02:34;protect_flag;;False;"0;0"
2026-08-24 08:02:34;m_eev;"480;0";;"480;0"
2026-08-24 08:02:34;ac_fan;;close;
2026-08-24 08:02:34;freeze;;False;"0;0"
2026-08-24 08:02:34;dc_fan1;"0;0";;"0;0"
2026-08-24 08:02:34;defrost;;False;"0;0"
2026-08-24 08:02:34;dc_fan2;"0;0";;"0;0"
2026-08-24 08:02:37;a_eev;"10;0";;"10;0"
2026-08-24 08:02:37;tank_temp;"39;5";;"39;5"
2026-08-24 08:03:05;out_water_temp;"16;7";;"16;7"
2026-08-24 08:03:42;pump_sta;;False;"0;0"
2026-08-24 08:03:42;flow_rate;"0;0";;"0;0"
2026-08-24 08:03:42;valve;;False;"0;0"
2026-08-24 08:04:02;amb_temp;"18;3";;"18;3"
2026-08-24 08:04:10;tidr;"23;4";;"23;4"
2026-08-24 08:05:10;disc_temp;"17;8";;"17;8"
2026-08-24 08:06:09;back_temp;"18;5";;"18;5"
2026-08-24 08:06:09;comp_freq;"0;0";;"0;0"
2026-08-24 08:06:09;ac_curr;"0;0";;"0;0"
2026-08-24 08:06:21;in_water_temp;"16;1";;"16;1"
2026-08-24 08:07:36;fault_flag;;False;"0;0"
2026-08-24 08:07:36;protect_flag;;False;"0;0"
2026-08-24 08:07:36;m_eev;"480;0";;"480;0"
2026-08-24 08:07:36;ac_fan;;close;
2026-08-24 08:07:36;freeze;;False;"0;0"
2026-08-24 08:07:36;dc_fan1;"0;0";;"0;0"
2026-08-24 08:07:36;defrost;;False;"0;0"
2026-08-24 08:07:36;dc_fan2;"0;0";;"0;0"
2026-08-24 08:07:38;a_eev;"10;0";;"10;0"
2026-08-24 08:07:38;tank_temp;"39;5";;"39;5"
2026-08-24 08:08:07;out_water_temp;"16;7";;"16;7"
2026-08-24 08:08:44;pump_sta;;False;"0;0"
2026-08-24 08:08:44;flow_rate;"0;0";;"0;0"
2026-08-24 08:08:44;valve;;False;"0;0"
2026-08-24 08:09:05;amb_temp;"18;4";;"18;4"
2026-08-24 08:09:15;tidr;"23;4";;"23;4"
2026-08-24 08:10:13;disc_temp;"17;8";;"17;8"
2026-08-24 08:11:09;back_temp;"18;5";;"18;5"
2026-08-24 08:11:09;comp_freq;"0;0";;"0;0"
2026-08-24 08:11:09;ac_curr;"0;0";;"0;0"
2026-08-24 08:11:21;in_water_temp;"16;2";;"16;2"
2026-08-24 08:12:37;fault_flag;;False;"0;0"
2026-08-24 08:12:37;protect_flag;;False;"0;0"
2026-08-24 08:12:37;m_eev;"480;0";;"480;0"
2026-08-24 08:12:37;ac_fan;;close;
2026-08-24 08:12:37;freeze;;False;"0;0"
2026-08-24 08:12:37;dc_fan1;"0;0";;"0;0"
2026-08-24 08:12:37;defrost;;False;"0;0"
2026-08-24 08:12:37;dc_fan2;"0;0";;"0;0"
2026-08-24 08:12:38;a_eev;"10;0";;"10;0"
2026-08-24 08:12:38;tank_temp;"39;7";;"39;7"
2026-08-24 08:13:09;out_water_temp;"16;8";;"16;8"
2026-08-24 08:13:46;pump_sta;;False;"0;0"
2026-08-24 08:13:46;flow_rate;"0;0";;"0;0"
2026-08-24 08:13:46;valve;;False;"0;0"
2026-08-24 08:14:06;amb_temp;"18;4";;"18;4"
2026-08-24 08:14:20;tidr;"23;4";;"23;4"
2026-08-24 08:15:13;disc_temp;"17;8";;"17;8"
2026-08-24 08:15:17;tank_temp;"39;4";;"39;4"
2026-08-24 08:15:25;tank_temp;"39;7";;"39;7"
2026-08-24 08:16:09;back_temp;"18;5";;"18;5"
2026-08-24 08:16:09;comp_freq;"0;0";;"0;0"
2026-08-24 08:16:09;ac_curr;"0;0";;"0;0"
2026-08-24 08:16:09;tank_temp;"39;4";;"39;4"
2026-08-24 08:16:24;in_water_temp;"16;2";;"16;2"
2026-08-24 08:16:48;tank_temp;"39;7";;"39;7"
2026-08-24 08:17:39;fault_flag;;False;"0;0"
2026-08-24 08:17:39;protect_flag;;False;"0;0"
2026-08-24 08:17:39;m_eev;"480;0";;"480;0"
2026-08-24 08:17:39;a_eev;"10;0";;"10;0"
2026-08-24 08:17:39;ac_fan;;close;
2026-08-24 08:17:39;freeze;;False;"0;0"
2026-08-24 08:17:39;dc_fan1;"0;0";;"0;0"
2026-08-24 08:17:39;defrost;;False;"0;0"
2026-08-24 08:17:39;dc_fan2;"0;0";;"0;0"
2026-08-24 08:18:09;out_water_temp;"16;8";;"16;8"
2026-08-24 08:18:49;pump_sta;;False;"0;0"
2026-08-24 08:18:49;flow_rate;"0;0";;"0;0"
2026-08-24 08:18:49;valve;;False;"0;0"
2026-08-24 08:19:08;amb_temp;"18;8";;"18;8"
2026-08-24 08:19:20;tidr;"23;4";;"23;4"
2026-08-24 08:20:14;disc_temp;"17;8";;"17;8"
2026-08-24 08:20:32;tank_temp;"39;4";;"39;4"
2026-08-24 08:21:10;back_temp;"18;5";;"18;5"
2026-08-24 08:21:10;comp_freq;"0;0";;"0;0"
2026-08-24 08:21:10;ac_curr;"0;0";;"0;0"
2026-08-24 08:21:32;in_water_temp;"16;3";;"16;3"
2026-08-24 08:21:48;tank_temp;"39;0";;"39;0"
2026-08-24 08:22:33;tank_temp;"38;6";;"38;6"
2026-08-24 08:22:41;fault_flag;;False;"0;0"
2026-08-24 08:22:41;protect_flag;;False;"0;0"
2026-08-24 08:22:41;m_eev;"480;0";;"480;0"
2026-08-24 08:22:41;a_eev;"10;0";;"10;0"
2026-08-24 08:22:41;ac_fan;;close;
2026-08-24 08:22:41;freeze;;False;"0;0"
2026-08-24 08:22:41;dc_fan1;"0;0";;"0;0"
2026-08-24 08:22:41;defrost;;False;"0;0"
2026-08-24 08:22:41;dc_fan2;"0;0";;"0;0"
2026-08-24 08:22:50;amb_temp;"19;3";;"19;3"
2026-08-24 08:23:12;out_water_temp;"16;9";;"16;9"
2026-08-24 08:23:16;tank_temp;"38;2";;"38;2"
2026-08-24 08:23:49;tank_temp;"37;8";;"37;8"
2026-08-24 08:23:50;pump_sta;;False;"0;0"
2026-08-24 08:23:50;flow_rate;"0;0";;"0;0"
2026-08-24 08:23:50;valve;;False;"0;0"
2026-08-24 08:24:21;tidr;"23;4";;"23;4"
2026-08-24 08:24:57;tank_temp;"37;4";;"37;4"
2026-08-24 08:25:16;disc_temp;"18;1";;"18;1"
2026-08-24 08:26:11;back_temp;"18;6";;"18;6"
2026-08-24 08:26:11;comp_freq;"0;0";;"0;0"
2026-08-24 08:26:11;ac_curr;"0;0";;"0;0"
2026-08-24 08:26:32;in_water_temp;"16;4";;"16;4"
2026-08-24 08:27:47;fault_flag;;False;"0;0"
2026-08-24 08:27:47;protect_flag;;False;"0;0"
2026-08-24 08:27:47;m_eev;"480;0";;"480;0"
2026-08-24 08:27:47;a_eev;"10;0";;"10;0"
2026-08-24 08:27:47;ac_fan;;close;
2026-08-24 08:27:47;freeze;;False;"0;0"
2026-08-24 08:27:47;dc_fan1;"0;0";;"0;0"
2026-08-24 08:27:47;defrost;;False;"0;0"
2026-08-24 08:27:47;dc_fan2;"0;0";;"0;0"
2026-08-24 08:27:53;amb_temp;"19;6";;"19;6"
2026-08-24 08:28:15;out_water_temp;"17;0";;"17;0"
2026-08-24 08:28:52;pump_sta;;False;"0;0"
2026-08-24 08:28:52;flow_rate;"0;0";;"0;0"
2026-08-24 08:28:52;valve;;False;"0;0"
2026-08-24 08:29:23;tidr;"23;4";;"23;4"
2026-08-24 08:29:57;tank_temp;"37;3";;"37;3"
2026-08-24 08:30:18;disc_temp;"18;1";;"18;1"
2026-08-24 08:31:12;back_temp;"18;7";;"18;7"
2026-08-24 08:31:12;comp_freq;"0;0";;"0;0"
2026-08-24 08:31:12;ac_curr;"0;0";;"0;0"
2026-08-24 08:31:33;in_water_temp;"16;4";;"16;4"
2026-08-24 08:32:52;fault_flag;;False;"0;0"
2026-08-24 08:32:52;protect_flag;;False;"0;0"
2026-08-24 08:32:52;m_eev;"480;0";;"480;0"
2026-08-24 08:32:52;a_eev;"10;0";;"10;0"
2026-08-24 08:32:52;ac_fan;;close;
2026-08-24 08:32:52;freeze;;False;"0;0"
2026-08-24 08:32:52;dc_fan1;"0;0";;"0;0"
2026-08-24 08:32:52;defrost;;False;"0;0"
2026-08-24 08:32:52;dc_fan2;"0;0";;"0;0"
2026-08-24 08:32:54;amb_temp;"19;8";;"19;8"
2026-08-24 08:33:17;out_water_temp;"17;1";;"17;1"
2026-08-24 08:33:53;pump_sta;;False;"0;0"
2026-08-24 08:33:53;flow_rate;"0;0";;"0;0"
2026-08-24 08:33:53;valve;;False;"0;0"
2026-08-24 08:34:25;tidr;"23;4";;"23;4"
2026-08-24 08:34:57;tank_temp;"37;2";;"37;2"
2026-08-24 08:35:21;disc_temp;"18;1";;"18;1"
2026-08-24 08:36:13;back_temp;"18;8";;"18;8"
2026-08-24 08:36:13;comp_freq;"0;0";;"0;0"
2026-08-24 08:36:13;ac_curr;"0;0";;"0;0"
2026-08-24 08:36:34;in_water_temp;"16;5";;"16;5"
2026-08-24 08:37:53;fault_flag;;False;"0;0"
2026-08-24 08:37:53;protect_flag;;False;"0;0"
2026-08-24 08:37:53;m_eev;"480;0";;"480;0"
2026-08-24 08:37:53;a_eev;"10;0";;"10;0"
2026-08-24 08:37:53;ac_fan;;close;
2026-08-24 08:37:53;freeze;;False;"0;0"
2026-08-24 08:37:53;dc_fan1;"0;0";;"0;0"
2026-08-24 08:37:53;defrost;;False;"0;0"
2026-08-24 08:37:53;dc_fan2;"0;0";;"0;0"
2026-08-24 08:37:57;amb_temp;"19;6";;"19;6"
2026-08-24 08:38:17;out_water_temp;"17;2";;"17;2"
2026-08-24 08:38:54;pump_sta;;False;"0;0"
2026-08-24 08:38:54;flow_rate;"0;0";;"0;0"
2026-08-24 08:38:54;valve;;False;"0;0"
2026-08-24 08:39:26;tidr;"23;4";;"23;4"
2026-08-24 08:39:58;tank_temp;"37;2";;"37;2"
2026-08-24 08:40:22;disc_temp;"18;3";;"18;3"
2026-08-24 08:41:16;back_temp;"18;8";;"18;8"
2026-08-24 08:41:16;comp_freq;"0;0";;"0;0"
2026-08-24 08:41:16;ac_curr;"0;0";;"0;0"
2026-08-24 08:41:35;in_water_temp;"16;6";;"16;6"
2026-08-24 08:42:58;fault_flag;;False;"0;0"
2026-08-24 08:42:58;protect_flag;;False;"0;0"
2026-08-24 08:42:58;m_eev;"480;0";;"480;0"
2026-08-24 08:42:58;a_eev;"10;0";;"10;0"
2026-08-24 08:42:58;ac_fan;;close;
2026-08-24 08:42:58;freeze;;False;"0;0"
2026-08-24 08:42:58;dc_fan1;"0;0";;"0;0"
2026-08-24 08:42:58;defrost;;False;"0;0"
2026-08-24 08:42:58;dc_fan2;"0;0";;"0;0"
2026-08-24 08:42:58;amb_temp;"19;7";;"19;7"
2026-08-24 08:43:18;out_water_temp;"17;3";;"17;3"
2026-08-24 08:44:05;pump_sta;;False;"0;0"
2026-08-24 08:44:05;flow_rate;"0;0";;"0;0"
2026-08-24 08:44:05;valve;;False;"0;0"
2026-08-24 08:44:28;tidr;"23;4";;"23;4"
2026-08-24 08:44:59;tank_temp;"37;2";;"37;2"
2026-08-24 08:45:24;disc_temp;"18;3";;"18;3"
2026-08-24 08:46:17;back_temp;"18;8";;"18;8"
2026-08-24 08:46:17;comp_freq;"0;0";;"0;0"
2026-08-24 08:46:17;ac_curr;"0;0";;"0;0"
2026-08-24 08:46:36;in_water_temp;"16;6";;"16;6"
2026-08-24 08:47:59;fault_flag;;False;"0;0"
2026-08-24 08:47:59;protect_flag;;False;"0;0"
2026-08-24 08:47:59;m_eev;"480;0";;"480;0"
2026-08-24 08:47:59;a_eev;"10;0";;"10;0"
2026-08-24 08:47:59;ac_fan;;close;
2026-08-24 08:47:59;freeze;;False;"0;0"
2026-08-24 08:47:59;dc_fan1;"0;0";;"0;0"
2026-08-24 08:47:59;defrost;;False;"0;0"
2026-08-24 08:47:59;dc_fan2;"0;0";;"0;0"
2026-08-24 08:47:59;amb_temp;"19;8";;"19;8"
2026-08-24 08:48:23;out_water_temp;"17;3";;"17;3"
2026-08-24 08:49:06;pump_sta;;False;"0;0"
2026-08-24 08:49:06;flow_rate;"0;0";;"0;0"
2026-08-24 08:49:06;valve;;False;"0;0"
2026-08-24 08:49:29;tidr;"23;4";;"23;4"
2026-08-24 08:49:59;tank_temp;"37;2";;"37;2"
2026-08-24 08:50:26;disc_temp;"18;3";;"18;3"
2026-08-24 08:51:19;back_temp;"18;9";;"18;9"
2026-08-24 08:51:19;comp_freq;"0;0";;"0;0"
2026-08-24 08:51:19;ac_curr;"0;0";;"0;0"
2026-08-24 08:51:37;in_water_temp;"16;7";;"16;7"
2026-08-24 08:53:01;fault_flag;;False;"0;0"
2026-08-24 08:53:01;protect_flag;;False;"0;0"
2026-08-24 08:53:01;m_eev;"480;0";;"480;0"
2026-08-24 08:53:01;a_eev;"10;0";;"10;0"
2026-08-24 08:53:01;ac_fan;;close;
2026-08-24 08:53:01;freeze;;False;"0;0"
2026-08-24 08:53:01;dc_fan1;"0;0";;"0;0"
2026-08-24 08:53:01;defrost;;False;"0;0"
2026-08-24 08:53:01;dc_fan2;"0;0";;"0;0"
2026-08-24 08:53:01;amb_temp;"20;1";;"20;1"
2026-08-24 08:53:25;out_water_temp;"17;4";;"17;4"
2026-08-24 08:54:09;pump_sta;;False;"0;0"
2026-08-24 08:54:09;flow_rate;"0;0";;"0;0"
2026-08-24 08:54:09;valve;;False;"0;0"
2026-08-24 08:54:37;tidr;"23;4";;"23;4"
2026-08-24 08:55:01;tank_temp;"37;2";;"37;2"
2026-08-24 08:55:37;disc_temp;"18;3";;"18;3"
2026-08-24 08:56:22;back_temp;"19;0";;"19;0"
2026-08-24 08:56:22;comp_freq;"0;0";;"0;0"
2026-08-24 08:56:22;ac_curr;"0;0";;"0;0"
2026-08-24 08:56:37;in_water_temp;"16;8";;"16;8"
2026-08-24 08:58:01;fault_flag;;False;"0;0"
2026-08-24 08:58:01;protect_flag;;False;"0;0"
2026-08-24 08:58:01;m_eev;"480;0";;"480;0"
2026-08-24 08:58:01;a_eev;"10;0";;"10;0"
2026-08-24 08:58:01;ac_fan;;close;
2026-08-24 08:58:01;freeze;;False;"0;0"
2026-08-24 08:58:01;dc_fan1;"0;0";;"0;0"
2026-08-24 08:58:01;defrost;;False;"0;0"
2026-08-24 08:58:01;dc_fan2;"0;0";;"0;0"
2026-08-24 08:58:01;amb_temp;"19;8";;"19;8"
2026-08-24 08:58:26;out_water_temp;"17;5";;"17;5"
2026-08-24 08:59:09;pump_sta;;False;"0;0"
2026-08-24 08:59:09;flow_rate;"0;0";;"0;0"
2026-08-24 08:59:09;valve;;False;"0;0"
2026-08-24 08:59:37;tidr;"23;4";;"23;4"
2026-08-24 09:00:02;tank_temp;"37;0";;"37;0"
2026-08-24 09:00:38;disc_temp;"18;5";;"18;5"
2026-08-24 09:01:22;back_temp;"19;1";;"19;1"
2026-08-24 09:01:22;comp_freq;"0;0";;"0;0"
2026-08-24 09:01:22;ac_curr;"0;0";;"0;0"
2026-08-24 09:01:40;in_water_temp;"16;9";;"16;9"
2026-08-24 09:03:01;fault_flag;;False;"0;0"
2026-08-24 09:03:01;protect_flag;;False;"0;0"
2026-08-24 09:03:01;m_eev;"480;0";;"480;0"
2026-08-24 09:03:01;a_eev;"10;0";;"10;0"
2026-08-24 09:03:01;ac_fan;;close;
2026-08-24 09:03:01;freeze;;False;"0;0"
2026-08-24 09:03:01;dc_fan1;"0;0";;"0;0"
2026-08-24 09:03:01;defrost;;False;"0;0"
2026-08-24 09:03:01;dc_fan2;"0;0";;"0;0"
2026-08-24 09:03:01;amb_temp;"19;9";;"19;9"
2026-08-24 09:03:28;out_water_temp;"17;6";;"17;6"
2026-08-24 09:04:11;pump_sta;;False;"0;0"
2026-08-24 09:04:11;flow_rate;"0;0";;"0;0"
2026-08-24 09:04:11;valve;;False;"0;0"
2026-08-24 09:04:37;tidr;"23;4";;"23;4"
2026-08-24 09:05:04;tank_temp;"37;0";;"37;0"
2026-08-24 09:05:41;disc_temp;"18;5";;"18;5"
2026-08-24 09:06:24;back_temp;"19;1";;"19;1"
2026-08-24 09:06:24;comp_freq;"0;0";;"0;0"
2026-08-24 09:06:24;ac_curr;"0;0";;"0;0"
2026-08-24 09:06:41;in_water_temp;"17;0";;"17;0"
2026-08-24 09:08:02;fault_flag;;False;"0;0"
2026-08-24 09:08:02;protect_flag;;False;"0;0"
2026-08-24 09:08:02;m_eev;"480;0";;"480;0"
2026-08-24 09:08:02;a_eev;"10;0";;"10;0"
2026-08-24 09:08:02;ac_fan;;close;
2026-08-24 09:08:02;freeze;;False;"0;0"
2026-08-24 09:08:02;dc_fan1;"0;0";;"0;0"
2026-08-24 09:08:02;defrost;;False;"0;0"
2026-08-24 09:08:02;dc_fan2;"0;0";;"0;0"
2026-08-24 09:08:02;amb_temp;"19;7";;"19;7"
2026-08-24 09:08:29;out_water_temp;"17;6";;"17;6"
2026-08-24 09:09:12;pump_sta;;False;"0;0"
2026-08-24 09:09:12;flow_rate;"0;0";;"0;0"
2026-08-24 09:09:12;valve;;False;"0;0"
2026-08-24 09:09:39;tidr;"23;4";;"23;4"
2026-08-24 09:10:07;tank_temp;"37;0";;"37;0"
2026-08-24 09:10:41;disc_temp;"18;5";;"18;5"
2026-08-24 09:11:24;back_temp;"19;2";;"19;2"
2026-08-24 09:11:24;comp_freq;"0;0";;"0;0"
2026-08-24 09:11:24;ac_curr;"0;0";;"0;0"
2026-08-24 09:11:43;in_water_temp;"17;1";;"17;1"
2026-08-24 09:12:54;amb_temp;"19;2";;"19;2"
2026-08-24 09:13:06;fault_flag;;False;"0;0"
2026-08-24 09:13:06;protect_flag;;False;"0;0"
2026-08-24 09:13:06;m_eev;"480;0";;"480;0"
2026-08-24 09:13:06;a_eev;"10;0";;"10;0"
2026-08-24 09:13:06;ac_fan;;close;
2026-08-24 09:13:06;freeze;;False;"0;0"
2026-08-24 09:13:06;dc_fan1;"0;0";;"0;0"
2026-08-24 09:13:06;defrost;;False;"0;0"
2026-08-24 09:13:06;dc_fan2;"0;0";;"0;0"
2026-08-24 09:13:31;out_water_temp;"17;7";;"17;7"
2026-08-24 09:14:14;pump_sta;;False;"0;0"
2026-08-24 09:14:14;flow_rate;"0;0";;"0;0"
2026-08-24 09:14:14;valve;;False;"0;0"
2026-08-24 09:14:45;tidr;"23;4";;"23;4"
2026-08-24 09:15:09;tank_temp;"37;0";;"37;0"
2026-08-24 09:15:44;disc_temp;"18;5";;"18;5"
2026-08-24 09:16:27;back_temp;"19;2";;"19;2"
2026-08-24 09:16:27;comp_freq;"0;0";;"0;0"
2026-08-24 09:16:27;ac_curr;"0;0";;"0;0"
2026-08-24 09:16:45;in_water_temp;"17;1";;"17;1"
2026-08-24 09:17:55;amb_temp;"19;0";;"19;0"
2026-08-24 09:18:07;fault_flag;;False;"0;0"
2026-08-24 09:18:07;protect_flag;;False;"0;0"
2026-08-24 09:18:07;m_eev;"480;0";;"480;0"
2026-08-24 09:18:07;a_eev;"10;0";;"10;0"
2026-08-24 09:18:07;ac_fan;;close;
2026-08-24 09:18:07;freeze;;False;"0;0"
2026-08-24 09:18:07;dc_fan1;"0;0";;"0;0"
2026-08-24 09:18:07;defrost;;False;"0;0"
2026-08-24 09:18:07;dc_fan2;"0;0";;"0;0"
2026-08-24 09:18:34;out_water_temp;"17;8";;"17;8"
2026-08-24 09:19:17;pump_sta;;False;"0;0"
2026-08-24 09:19:17;flow_rate;"0;0";;"0;0"
2026-08-24 09:19:17;valve;;False;"0;0"
2026-08-24 09:19:45;tidr;"23;4";;"23;4"
2026-08-24 09:20:10;tank_temp;"37;0";;"37;0"
2026-08-24 09:20:38;amb_temp;"18;5";;"18;5"
2026-08-24 09:20:46;disc_temp;"18;5";;"18;5"
2026-08-24 09:21:30;back_temp;"19;1";;"19;1"
2026-08-24 09:21:30;comp_freq;"0;0";;"0;0"
2026-08-24 09:21:30;ac_curr;"0;0";;"0;0"
2026-08-24 09:21:45;in_water_temp;"17;1";;"17;1"
2026-08-24 09:21:54;tidr;"23;5";;"23;5"
2026-08-24 09:22:04;tidr;"23;4";;"23;4"
2026-08-24 09:23:09;fault_flag;;False;"0;0"
2026-08-24 09:23:09;protect_flag;;False;"0;0"
2026-08-24 09:23:09;m_eev;"480;0";;"480;0"
2026-08-24 09:23:09;a_eev;"10;0";;"10;0"
2026-08-24 09:23:09;ac_fan;;close;
2026-08-24 09:23:09;freeze;;False;"0;0"
2026-08-24 09:23:09;dc_fan1;"0;0";;"0;0"
2026-08-24 09:23:09;defrost;;False;"0;0"
2026-08-24 09:23:09;dc_fan2;"0;0";;"0;0"
2026-08-24 09:23:27;tidr;"23;5";;"23;5"
2026-08-24 09:23:34;out_water_temp;"17;8";;"17;8"
2026-08-24 09:24:17;pump_sta;;False;"0;0"
2026-08-24 09:24:17;flow_rate;"0;0";;"0;0"
2026-08-24 09:24:17;valve;;False;"0;0"
2026-08-24 09:25:12;tank_temp;"36;9";;"36;9"
2026-08-24 09:25:27;tidr;"23;4";;"23;4"
2026-08-24 09:25:43;amb_temp;"18;3";;"18;3"
2026-08-24 09:25:49;disc_temp;"18;5";;"18;5"
2026-08-24 09:26:32;back_temp;"19;1";;"19;1"
2026-08-24 09:26:32;comp_freq;"0;0";;"0;0"
2026-08-24 09:26:32;ac_curr;"0;0";;"0;0"
2026-08-24 09:26:51;in_water_temp;"17;0";;"17;0"
2026-08-24 09:27:59;tidr;"23;5";;"23;5"
2026-08-24 09:28:14;fault_flag;;False;"0;0"
2026-08-24 09:28:14;protect_flag;;False;"0;0"
2026-08-24 09:28:14;m_eev;"480;0";;"480;0"
2026-08-24 09:28:14;a_eev;"10;0";;"10;0"
2026-08-24 09:28:14;ac_fan;;close;
2026-08-24 09:28:14;freeze;;False;"0;0"
2026-08-24 09:28:14;dc_fan1;"0;0";;"0;0"
2026-08-24 09:28:14;defrost;;False;"0;0"
2026-08-24 09:28:14;dc_fan2;"0;0";;"0;0"
2026-08-24 09:28:36;out_water_temp;"17;8";;"17;8"
2026-08-24 09:29:17;pump_sta;;False;"0;0"
2026-08-24 09:29:17;flow_rate;"0;0";;"0;0"
2026-08-24 09:29:17;valve;;False;"0;0"
2026-08-24 09:29:35;tidr;"23;4";;"23;4"
2026-08-24 09:30:13;tank_temp;"37;0";;"37;0"
2026-08-24 09:30:46;amb_temp;"18;6";;"18;6"
2026-08-24 09:30:50;disc_temp;"18;5";;"18;5"
2026-08-24 09:31:20;tidr;"23;5";;"23;5"
2026-08-24 09:31:35;back_temp;"19;1";;"19;1"
2026-08-24 09:31:35;comp_freq;"0;0";;"0;0"
2026-08-24 09:31:35;ac_curr;"0;0";;"0;0"
2026-08-24 09:31:53;in_water_temp;"16;9";;"16;9"
2026-08-24 09:32:10;amb_temp;"19;1";;"19;1"
2026-08-24 09:33:17;fault_flag;;False;"0;0"
2026-08-24 09:33:17;protect_flag;;False;"0;0"
2026-08-24 09:33:17;m_eev;"480;0";;"480;0"
2026-08-24 09:33:17;a_eev;"10;0";;"10;0"
2026-08-24 09:33:17;ac_fan;;close;
2026-08-24 09:33:17;freeze;;False;"0;0"
2026-08-24 09:33:17;dc_fan1;"0;0";;"0;0"
2026-08-24 09:33:17;defrost;;False;"0;0"
2026-08-24 09:33:17;dc_fan2;"0;0";;"0;0"
2026-08-24 09:33:37;out_water_temp;"17;8";;"17;8"
2026-08-24 09:34:19;pump_sta;;False;"0;0"
2026-08-24 09:34:19;flow_rate;"0;0";;"0;0"
2026-08-24 09:34:19;valve;;False;"0;0"
2026-08-24 09:35:15;tank_temp;"37;0";;"37;0"
2026-08-24 09:35:27;tidr;"23;4";;"23;4"
2026-08-24 09:35:48;in_water_temp;"17;1";;"17;1"
2026-08-24 09:35:53;disc_temp;"18;5";;"18;5"
2026-08-24 09:36:43;back_temp;"19;1";;"19;1"
2026-08-24 09:36:43;comp_freq;"0;0";;"0;0"
2026-08-24 09:36:43;ac_curr;"0;0";;"0;0"
2026-08-24 09:37:12;amb_temp;"19;5";;"19;5"
2026-08-24 09:38:17;fault_flag;;False;"0;0"
2026-08-24 09:38:17;protect_flag;;False;"0;0"
2026-08-24 09:38:17;m_eev;"480;0";;"480;0"
2026-08-24 09:38:17;a_eev;"10;0";;"10;0"
2026-08-24 09:38:17;ac_fan;;close;
2026-08-24 09:38:17;freeze;;False;"0;0"
2026-08-24 09:38:17;dc_fan1;"0;0";;"0;0"
2026-08-24 09:38:17;defrost;;False;"0;0"
2026-08-24 09:38:17;dc_fan2;"0;0";;"0;0"
2026-08-24 09:38:37;out_water_temp;"17;8";;"17;8"
2026-08-24 09:39:22;pump_sta;;False;"0;0"
2026-08-24 09:39:22;flow_rate;"0;0";;"0;0"
2026-08-24 09:39:22;valve;;False;"0;0"
2026-08-24 09:40:17;tank_temp;"36;9";;"36;9"
2026-08-24 09:40:29;tidr;"23;4";;"23;4"
2026-08-24 09:40:49;in_water_temp;"17;1";;"17;1"
2026-08-24 09:40:54;disc_temp;"18;7";;"18;7"
2026-08-24 09:41:45;back_temp;"19;1";;"19;1"
2026-08-24 09:41:45;comp_freq;"0;0";;"0;0"
2026-08-24 09:41:45;ac_curr;"0;0";;"0;0"
2026-08-24 09:42:15;amb_temp;"19;8";;"19;8"
2026-08-24 09:43:29;fault_flag;;False;"0;0"
2026-08-24 09:43:29;protect_flag;;False;"0;0"
2026-08-24 09:43:29;m_eev;"480;0";;"480;0"
2026-08-24 09:43:29;a_eev;"10;0";;"10;0"
2026-08-24 09:43:29;ac_fan;;close;
2026-08-24 09:43:29;freeze;;False;"0;0"
2026-08-24 09:43:29;dc_fan1;"0;0";;"0;0"
2026-08-24 09:43:29;defrost;;False;"0;0"
2026-08-24 09:43:29;dc_fan2;"0;0";;"0;0"
2026-08-24 09:43:38;out_water_temp;"17;9";;"17;9"
2026-08-24 09:44:29;pump_sta;;False;"0;0"
